,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2088,822319,7188435,HR599997,10/21/2004 12:01:00 AM,076XX S COLFAX AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,421,4.0,7.0,43.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2089,822329,719,G140106,03/11/2001 10:00:00 AM,013XX N PARKSIDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,2531,25.0,29.0,25.0,01A,1138428.0,1908358.0,2001,08/17/2015 03:03:40 PM,41.90466282,-87.766957593,"(41.90466282, -87.766957593)"
2090,822333,7190818,HR602304,01/01/2002 09:00:00 AM,013XX E HYDE PARK BLVD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2124,2.0,4.0,39.0,06,,,2002,08/17/2015 03:03:40 PM,,,
2091,822352,7193346,HR605527,02/01/2003 09:00:00 AM,122XX S GREEN ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,524,5.0,34.0,53.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2092,822364,7196412,HR608937,09/09/2003 12:00:00 AM,031XX S ARCHER AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,922,9.0,11.0,59.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2093,822380,7198899,HR612260,01/01/2003 09:00:00 AM,044XX N PULASKI RD,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,BANK,True,False,1723,17.0,39.0,14.0,12,,,2003,08/17/2015 03:03:40 PM,,,
2094,822382,7199081,HR612208,06/01/2003 12:00:00 AM,012XX N DEARBORN ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1824,18.0,42.0,8.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2095,822386,720,G142325,03/12/2001 04:15:00 PM,012XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,CLUB,True,False,1224,12.0,2.0,28.0,01A,1164573.0,1894334.0,2001,08/17/2015 03:03:40 PM,41.865665996,-87.671316598,"(41.865665996, -87.671316598)"
2096,822389,7200792,HR604907,10/01/2002 02:00:00 PM,095XX S CHAPPEL AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,True,False,431,4.0,7.0,51.0,02,,,2002,08/17/2015 03:03:40 PM,,,
2097,822404,7203013,HR616447,10/01/2003 12:01:00 AM,049XX W BELLE PLAINE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,1624,16.0,45.0,15.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2098,822422,7206994,HR621839,10/01/2004 06:00:00 PM,047XX S KOSTNER AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,False,True,815,8.0,23.0,57.0,02,,,2004,08/17/2015 03:03:40 PM,,,
2099,822434,7208412,HR623380,01/01/2001 12:00:00 AM,003XX W 105TH PL,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,512,5.0,34.0,49.0,02,1175689.0,1835000.0,2001,11/08/2009 01:05:50 AM,41.702604761,-87.632285405,"(41.702604761, -87.632285405)"
2100,822436,7208639,HR623467,01/01/2003 09:00:00 AM,065XX S RHODES AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,321,3.0,20.0,42.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2101,822451,7209214,HR623390,12/04/2003 08:00:00 AM,038XX W WILCOX ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,1122,11.0,28.0,26.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2102,822456,7209567,HR624303,03/05/2003 09:00:00 AM,057XX N WINTHROP AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,False,True,2022,20.0,48.0,77.0,10,,,2003,08/17/2015 03:03:40 PM,,,
2103,822460,721,G143991,03/13/2001 11:00:00 AM,031XX W 15 ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1022,10.0,,,01A,1155629.0,1892683.0,2001,08/17/2015 03:03:40 PM,41.861320047,-87.704195008,"(41.861320047, -87.704195008)"
2104,822473,7211689,HR626889,12/01/2002 12:00:00 AM,041XX S MAPLEWOOD AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,914,9.0,12.0,58.0,02,,,2002,08/17/2015 03:03:40 PM,,,
2105,822498,7217343,HR633086,12/01/2002 12:01:00 AM,021XX N MELVINA AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,2512,25.0,29.0,19.0,06,,,2002,08/17/2015 03:03:40 PM,,,
2106,822507,722,G152113,03/17/2001 02:47:00 AM,050XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,True,False,231,2.0,3.0,38.0,01A,1177131.0,1871463.0,2001,08/17/2015 03:03:40 PM,41.802631191,-87.625907363,"(41.802631191, -87.625907363)"
2107,822513,7220556,HR635823,12/01/2004 09:00:00 AM,005XX E BROWNING AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,CHA APARTMENT,False,False,212,2.0,4.0,35.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2108,822514,7220559,HR530792,01/01/2003 10:00:00 AM,031XX S SACRAMENTO AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,True,False,1033,10.0,12.0,30.0,20,,,2003,08/17/2015 03:03:40 PM,,,
2109,822519,7221154,HR359876,05/20/2004 04:15:00 PM,115XX S EGGLESTON AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,522,5.0,34.0,53.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2110,822529,7222329,HR583697,09/01/2001 01:00:00 AM,053XX S PULASKI RD,0266,CRIM SEXUAL ASSAULT,PREDATORY,HOTEL/MOTEL,False,False,822,8.0,23.0,62.0,02,1150651.0,1868780.0,2001,12/13/2009 01:03:20 AM,41.79582565,-87.723091675,"(41.79582565, -87.723091675)"
2111,822532,7222690,HR636169,01/01/2002 10:00:00 AM,022XX N MAJOR AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,2515,25.0,37.0,19.0,06,,,2002,08/17/2015 03:03:40 PM,,,
2112,822537,7223406,HR629327,04/01/2003 12:01:00 AM,023XX N OAK PARK AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,2512,25.0,36.0,18.0,20,,,2003,08/17/2015 03:03:40 PM,,,
2113,822545,7224473,HR639753,08/28/2004 12:01:00 AM,016XX E 86TH ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,False,False,412,4.0,8.0,45.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2114,822557,7225782,HR640940,12/23/2003 12:00:00 AM,024XX S AVERS AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1013,10.0,22.0,30.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2115,822581,7229813,HR645542,11/24/2003 12:00:00 AM,065XX S KEDVALE AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,833,8.0,13.0,65.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2116,822582,723,G155779,03/19/2001 01:38:00 AM,021XX S MARSHALL BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1023,10.0,12.0,30.0,01A,1157039.0,1889464.0,2001,08/17/2015 03:03:40 PM,41.852458292,-87.699106436,"(41.852458292, -87.699106436)"
2117,822584,7230232,HR645841,01/01/2003 12:00:00 AM,112XX S EGGLESTON AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,2233,22.0,34.0,49.0,17,,,2003,08/17/2015 03:03:40 PM,,,
2118,822585,7230332,HR645613,10/01/2003 08:00:00 AM,079XX S CONSTANCE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,414,4.0,8.0,46.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2119,822589,7230992,HR646564,03/01/2004 12:01:00 AM,135XX S AVENUE O,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,APARTMENT,False,False,433,4.0,10.0,55.0,11,,,2004,08/17/2015 03:03:40 PM,,,
2120,822631,7236453,HR648234,08/01/2004 12:00:00 AM,104XX S EBERHART AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,512,5.0,9.0,49.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2121,822633,7236550,HR651206,04/22/2004 12:01:00 AM,010XX W 72ND ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,733,7.0,17.0,68.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2122,822634,7236800,HR651621,04/01/2001 12:01:00 AM,034XX W 63RD ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,823,8.0,15.0,66.0,02,1154747.0,1862677.0,2001,05/27/2010 01:19:39 AM,41.778997352,-87.708233997,"(41.778997352, -87.708233997)"
2123,822648,7238608,HR653023,01/01/2004 12:01:00 AM,126XX S MICHIGAN AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,532,5.0,9.0,53.0,17,,,2004,08/17/2015 03:03:40 PM,,,
2124,822651,724,G159652,03/20/2001 06:17:00 PM,067XX S JEFFERY AV,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,331,3.0,,,01A,1190706.0,1860644.0,2001,08/17/2015 03:03:40 PM,41.772625715,-87.576471929,"(41.772625715, -87.576471929)"
2125,822679,7248268,HR662839,01/01/2003 09:00:00 AM,096XX S PEORIA ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2223,22.0,21.0,73.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2126,822682,7248530,HR659083,01/01/2002 12:00:00 AM,032XX N LAKE SHORE DR,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,False,False,2332,19.0,44.0,6.0,06,,,2002,08/17/2015 03:03:40 PM,,,
2127,822686,725,G160443,03/21/2001 03:15:00 AM,021XX S ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,1022,10.0,24.0,30.0,01A,1156015.0,1889697.0,2001,08/17/2015 03:03:40 PM,41.853118363,-87.702858557,"(41.853118363, -87.702858557)"
2128,822712,7258451,HR669864,01/01/2004 12:30:00 AM,043XX S ROCKWELL ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,False,False,912,9.0,12.0,58.0,17,,,2004,08/17/2015 03:03:40 PM,,,
2129,822725,726,G161229,03/21/2001 01:16:00 PM,041XX W FIFTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,True,False,1132,11.0,24.0,26.0,01A,1149034.0,1896597.0,2001,08/17/2015 03:03:40 PM,41.872190594,-87.728302895,"(41.872190594, -87.728302895)"
2130,822726,7260189,HR670912,12/02/2004 12:01:00 AM,031XX N KILPATRICK AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2521,25.0,31.0,19.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2131,822727,7260210,HR674040,03/01/2004 12:00:00 AM,015XX W 80TH ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,False,False,612,6.0,21.0,71.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2132,822739,7262399,HR676763,02/24/2003 12:00:00 AM,049XX W KAMERLING AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2533,25.0,37.0,25.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2133,822749,7265677,HR679750,02/01/2002 08:00:00 AM,005XX S MAPLEWOOD AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,False,False,1135,11.0,2.0,28.0,06,,,2002,08/17/2015 03:03:40 PM,,,
2134,822751,7266040,HR679999,01/01/2002 12:01:00 AM,028XX N CAMPBELL AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,1411,14.0,1.0,21.0,02,,,2002,08/17/2015 03:03:40 PM,,,
2135,822757,7267662,HR680390,01/29/2003 08:00:00 AM,027XX N HAMPDEN CT,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2333,19.0,43.0,7.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2136,822770,7269195,HR681853,01/01/2001 12:01:00 AM,052XX W MONTROSE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1624,16.0,38.0,15.0,06,1140516.0,1928710.0,2001,12/18/2009 01:04:02 AM,41.960472709,-87.758786667,"(41.960472709, -87.758786667)"
2137,822773,727,G164500,03/23/2001 11:35:00 AM,033XX W LEMOYNE ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,1422,14.0,,,01A,1153898.0,1909771.0,2001,08/17/2015 03:03:40 PM,41.908245878,-87.710093647,"(41.908245878, -87.710093647)"
2138,822792,7274414,HR689073,04/15/2003 08:00:00 AM,078XX S MUSKEGON AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,421,4.0,7.0,43.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2139,822805,7277327,HR690758,01/01/2001 12:00:00 AM,023XX S SACRAMENTO AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1033,10.0,12.0,30.0,06,1156774.0,1888069.0,2001,01/01/2010 01:04:39 AM,41.848635623,-87.700116823,"(41.848635623, -87.700116823)"
2140,822823,728,G167023,03/23/2001 11:36:00 PM,031XX S KEELER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,1031,10.0,22.0,30.0,01A,1148885.0,1883408.0,2001,08/17/2015 03:03:40 PM,41.836001205,-87.729190635,"(41.836001205, -87.729190635)"
2141,822827,7280655,HR696127,11/13/2003 03:00:00 PM,053XX N KEDZIE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,1712,17.0,40.0,13.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2142,822831,7281650,HR689772,11/01/2003 02:30:00 PM,083XX S ST LAWRENCE AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,STREET,False,False,632,6.0,6.0,44.0,17,,,2003,08/17/2015 03:03:40 PM,,,
2143,822834,7283075,HR697108,01/01/2002 12:01:00 AM,021XX E 70TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,331,3.0,5.0,43.0,06,,,2002,08/17/2015 03:03:40 PM,,,
2144,822844,7283858,HR700129,06/01/2004 08:00:00 AM,030XX W 41ST ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,912,9.0,14.0,58.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2145,822859,7285469,HR701573,01/01/2003 12:01:00 AM,046XX W WRIGHTWOOD AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,2521,25.0,31.0,19.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2146,822861,7285553,HR701734,12/15/2004 03:00:00 PM,100XX S LOWE AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,2232,22.0,9.0,73.0,17,,,2004,08/17/2015 03:03:40 PM,,,
2147,822863,7285574,HR701670,10/29/2002 10:00:00 AM,011XX N MASON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,True,1511,15.0,29.0,25.0,11,,,2002,08/17/2015 03:03:40 PM,,,
2148,822870,7286774,HR702877,12/23/2003 01:00:00 PM,075XX S DANTE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,411,4.0,5.0,43.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2149,822872,7366781,HS129358,05/24/2002 12:00:00 PM,001XX N JEFFERSON ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,111,1.0,42.0,28.0,06,,,2002,08/17/2015 03:03:40 PM,,,
2150,822876,7288660,HR702575,01/01/2003 08:00:00 AM,027XX S TRIPP AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,1031,10.0,22.0,30.0,20,,,2003,08/17/2015 03:03:40 PM,,,
2151,822882,729,G167188,03/24/2001 01:54:00 AM,018XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,True,False,1012,10.0,24.0,29.0,01A,1147915.0,1890838.0,2001,08/17/2015 03:03:40 PM,41.856408765,-87.732559225,"(41.856408765, -87.732559225)"
2152,822890,7291823,HR708402,05/26/2001 12:00:00 AM,069XX N CLARK ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,2424,24.0,49.0,1.0,20,1163556.0,1945747.0,2001,05/06/2010 01:16:47 AM,42.00676766,-87.673597598,"(42.00676766, -87.673597598)"
2153,822892,7291997,HR669344,01/01/2003 12:00:00 AM,021XX S ASHLAND AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,True,1222,12.0,25.0,31.0,20,,,2003,08/17/2015 03:03:40 PM,,,
2154,822906,7292721,HR709894,01/01/2004 09:00:00 AM,071XX S YALE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,731,7.0,6.0,69.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2155,822932,7299453,HS103334,07/04/2004 03:00:00 PM,059XX W RICE ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,1511,15.0,29.0,25.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2156,822938,730,G167194,03/24/2001 01:40:00 AM,034XX N HAMILTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1913,19.0,32.0,5.0,01A,1161414.0,1922897.0,2001,08/17/2015 03:03:40 PM,41.944111317,-87.682117431,"(41.944111317, -87.682117431)"
2157,822940,7300230,HS104044,01/01/2003 09:00:00 AM,026XX N AVERS AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2524,25.0,35.0,22.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2158,822950,7301179,HS104771,04/10/2003 04:00:00 PM,039XX W 16TH ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1014,10.0,24.0,29.0,02,,,2003,08/17/2015 03:03:40 PM,,,
2159,822971,7302910,HS106425,11/04/2004 09:00:00 AM,021XX N HARLEM AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,2512,25.0,36.0,25.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2160,822984,7304652,HS108022,03/04/2004 12:01:00 AM,079XX S WOODLAWN AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,411,4.0,8.0,45.0,17,,,2004,08/17/2015 03:03:40 PM,,,
2161,822985,7304721,HS108118,01/01/2002 10:00:00 PM,061XX S HERMITAGE AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,714,7.0,15.0,67.0,17,,,2002,08/17/2015 03:03:40 PM,,,
2162,823002,731,G168213,03/24/2001 04:35:00 PM,076XX S CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,True,False,833,8.0,13.0,65.0,01A,1145727.0,1853720.0,2001,08/17/2015 03:03:40 PM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
2163,823016,7312429,HS115117,01/01/2002 12:01:00 AM,023XX N LONG AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,False,False,2515,25.0,37.0,19.0,17,,,2002,08/17/2015 03:03:40 PM,,,
2164,823021,7313209,HS116666,01/01/2003 12:00:00 AM,028XX S SPAULDING AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,1032,10.0,22.0,30.0,02,,,2003,08/17/2015 03:03:40 PM,,,
2165,823023,7313379,HS116217,12/08/2001 01:50:00 PM,032XX N LECLAIRE AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,1634,16.0,30.0,15.0,06,1141833.0,1921178.0,2001,12/04/2014 12:43:35 PM,41.939779877,-87.7541318,"(41.939779877, -87.7541318)"
2166,823048,7317784,HS121818,01/01/2003 08:00:00 AM,077XX S PULASKI RD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,833,8.0,18.0,70.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2167,823050,7317833,HS121924,02/27/2004 09:00:00 AM,071XX W GRAND AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2512,25.0,36.0,18.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2168,823059,732,G169110,03/25/2001 01:15:00 AM,000XX N MAYFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,True,1513,15.0,29.0,25.0,01A,1137160.0,1899759.0,2001,08/17/2015 03:03:40 PM,41.881088946,-87.77182211,"(41.881088946, -87.77182211)"
2169,823078,7324222,HS128833,01/01/2004 12:01:00 AM,008XX W 50TH PL,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,921,9.0,3.0,61.0,20,,,2004,08/17/2015 03:03:40 PM,,,
2170,823088,7325802,HS121260,03/02/2002 11:00:00 AM,031XX S MAY ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,True,False,924,9.0,11.0,60.0,02,,,2002,08/17/2015 03:03:40 PM,,,
2171,823093,7326737,HS130650,07/01/2002 08:00:00 PM,111XX S BELL AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,2212,22.0,19.0,75.0,17,,,2002,08/17/2015 03:03:40 PM,,,
2172,823109,733,G169225,03/25/2001 06:10:00 AM,010XX N SACRAMENTO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,True,1311,12.0,26.0,24.0,01A,1156198.0,1906663.0,2001,08/17/2015 03:03:40 PM,41.899671086,-87.70172864,"(41.899671086, -87.70172864)"
2173,823114,7331615,HS135960,01/01/2001 12:00:00 AM,106XX S EDBROOKE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,512,5.0,9.0,49.0,06,1179186.0,1834330.0,2001,02/12/2010 01:26:47 AM,41.700687359,-87.619500705,"(41.700687359, -87.619500705)"
2174,823119,7333032,HS136795,01/01/2001 12:01:00 AM,066XX S KILPATRICK AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,833,8.0,13.0,64.0,02,1146228.0,1860244.0,2001,03/18/2010 01:14:22 AM,41.772486481,-87.739527446,"(41.772486481, -87.739527446)"
2175,823128,7334010,HS137573,11/08/2003 12:00:00 PM,014XX N MASSASOIT AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,2531,25.0,29.0,25.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2176,823142,7337083,HS139617,01/01/2003 12:00:00 AM,021XX N KILBOURN AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,2522,25.0,31.0,20.0,20,,,2003,08/17/2015 03:03:40 PM,,,
2177,823143,7337155,HS137975,01/02/2003 09:00:00 AM,023XX W ALTGELD ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1432,14.0,1.0,22.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2178,823151,734,G172079,03/26/2001 03:50:00 PM,027XX N MILWAUKEE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,True,False,1412,14.0,35.0,22.0,01A,1153880.0,1917923.0,2001,08/17/2015 03:03:40 PM,41.930616012,-87.709942083,"(41.930616012, -87.709942083)"
2179,823167,7341500,HS142180,01/01/2002 09:00:00 AM,083XX S MERRILL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,412,4.0,8.0,46.0,06,,,2002,08/17/2015 03:03:40 PM,,,
2180,823173,7343864,HS146317,12/01/2004 12:00:00 PM,071XX S VINCENNES AVE,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,731,7.0,6.0,69.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2181,823179,7344770,HS146739,11/01/2003 09:00:00 AM,061XX N BERNARD ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1711,17.0,50.0,13.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2182,823180,7344774,HS146772,01/14/2004 12:01:00 AM,055XX S HYDE PARK BLVD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2132,2.0,5.0,41.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2183,823183,7345220,HS146385,01/01/2004 12:00:00 AM,023XX W 51ST ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,915,9.0,16.0,63.0,20,,,2004,08/17/2015 03:03:40 PM,,,
2184,823202,735,G172821,03/26/2001 09:17:00 PM,074XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,BASEMENT,True,False,323,3.0,8.0,69.0,01A,1183521.0,1855830.0,2001,08/17/2015 03:03:40 PM,41.759586127,-87.602959664,"(41.759586127, -87.602959664)"
2185,823206,7350411,HS150864,11/01/2004 12:01:00 AM,076XX S PAULINA ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,611,6.0,17.0,71.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2186,823217,7354442,HS156301,01/05/2003 12:00:00 PM,024XX N ALBANY AVE,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,BANK,False,False,1414,14.0,26.0,22.0,06,,,2003,08/17/2015 03:03:40 PM,,,
2187,823226,7356415,HS157842,04/23/2004 12:01:00 AM,007XX N LOREL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1524,15.0,37.0,25.0,06,,,2004,08/17/2015 03:03:40 PM,,,
2188,823229,7357666,HR679452,10/05/2001 12:01:00 AM,007XX N CENTRAL PARK AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,False,False,1112,11.0,27.0,23.0,02,1152205.0,1904840.0,2001,03/15/2010 01:14:26 AM,41.894748327,-87.716443166,"(41.894748327, -87.716443166)"
